recording	collection	word	speaker_lang	context	prompt	token_times_gold	pre_phones_gold	pre_times_gold	v_phones_gold	v_times_gold	post_phones_gold	post_times_gold	token_times_mfa	pre_phones_mfa	pre_times_mfa	v_phones_mfa	v_times_mfa	post_phones_mfa	post_times_mfa
012796-0868623	samromur_unverified_22.07	baggi	L1	Er ekki hobbitinn Fróði [_TOKEN_] sem félagar hans úr Héraði þekktu, þar með dáinn?	Er ekki hobbitinn Fróði Baggi, sem félagar hans úr Héraði þekktu, þar með dáinn?	2.14-2.54	p	2.14-2.21	a	2.21-2.27	c	2.27-2.45	2.14-2.54	p	2.14-2.21	a	2.21-2.27	c	2.27-2.45
025592-2188813	samromur_unverified_22.07	baggi	L1	[_TOKEN_] og Hnútur,	Baggi og Hnútur,	0.78-1.25	p	0.78-0.83	a	0.83-0.9101797173667003	c	0.9101797173667003-1.07	0.78-1.25	p	0.78-0.83	a	0.83-0.9	c	0.9-1.07
027669-2341180	samromur_unverified_22.07	baggi	L1	Eitthvað er einhverjum þungur [_TOKEN_]	Eitthvað er einhverjum þungur baggi	2.19-2.64	p	2.19-2.24	a	2.24-2.34	c	2.34-2.5	2.19-2.64	p	2.19-2.24	a	2.24-2.34	c	2.34-2.5
021539-1514991	samromur_unverified_22.07	baggi	L1	Neyðarlán þungur [_TOKEN_] á írskum skattgreiðendum	Neyðarlán þungur baggi á írskum skattgreiðendum	1.74-2.2214347569793764	p	1.74-1.82	a	1.82-1.96	c	1.96-2.09	1.74-2.29	p	1.74-1.82	a	1.82-1.96	c	1.96-2.09
012366-2190896	samromur_unverified_22.07	baggi	L1	[_TOKEN_] og Hnútur,	Baggi og Hnútur,	0.42-0.83	p	0.42-0.47	a	0.47-0.5805603078287845	c	0.5805603078287845-0.75	0.42-0.83	p	0.42-0.47	a	0.47-0.55	c	0.55-0.75
021654-1525222	samromur_unverified_22.07	baggi	L1	Fróði [_TOKEN_] er ein aðalhetjan, en það er hann sem á að tortíma hringnum eina.	Fróði Baggi er ein aðalhetjan, en það er hann sem á að tortíma hringnum eina.	0.94-1.27	p	0.94-0.9922118926114886	a	0.9922118926114886-1.06	c	1.06-1.22	0.94-1.27	p	0.94-1.0	a	1.0-1.06	c	1.06-1.22
012660-0340548	samromur_unverified_22.07	baggi	L1	Eitthvað er einhverjum þungur [_TOKEN_]	Eitthvað er einhverjum þungur baggi	2.87-3.39	p	2.87-2.9189719425975142	a	2.9189719425975142-3.12	c	3.12-3.21	2.87-3.39	p	2.87-2.92	a	2.92-3.12	c	3.12-3.21
023174-1620249	samromur_unverified_22.07	baggi	L1	Er ekki hobbitinn Fróði [_TOKEN_] sem félagar hans úr Héraði þekktu, þar með dáinn?	Er ekki hobbitinn Fróði Baggi, sem félagar hans úr Héraði þekktu, þar með dáinn?	2.59-3.14	p	2.59-2.65	a	2.65-2.745066921843561	c	2.745066921843561-3.0	2.59-3.14	p	2.59-2.65	a	2.65-2.73	c	2.73-3.0
016559-0849549	samromur_unverified_22.07	baggi	L1	Enginn [_TOKEN_] kominn í hlöðu og nú kominn höfuðdagur.	Enginn baggi kominn í hlöðu og nú kominn höfuðdagur.	1.09-1.41	p	1.09-1.18	a	1.18-1.27	c	1.27-1.35	1.09-1.41	p	1.09-1.18	a	1.18-1.27	c	1.27-1.35
012611-0336920	samromur_unverified_22.07	baggi	L1	Eitthvað er einhverjum þungur [_TOKEN_]	Eitthvað er einhverjum þungur baggi	2.31-2.72	p	2.31-2.36	a	2.36-2.5	c	2.5-2.57	2.31-2.72	p	2.31-2.36	a	2.36-2.5	c	2.5-2.57
022406-1581459	samromur_unverified_22.07	baggi	L1	Sumum drekkt ef syndarinnar [_TOKEN_] reyndist of þungur fyrir miskunnsemd manna.	Sumum drekkt ef syndarinnar baggi reyndist of þungur fyrir miskunnsemd manna.	2.5-3.06	p	2.5-2.53	a	2.53-2.6283695155306837	c	2.6283695155306837-2.88	2.5-3.06	p	2.5-2.53	a	2.53-2.61	c	2.61-2.88
013283-0395771	samromur_unverified_22.07	baggi	L1	[_TOKEN_] og Hnútur,	Baggi og Hnútur,	0.53-0.97	p	0.53-0.5815896033593498	a	0.5815896033593498-0.716611638581489	c	0.716611638581489-0.87	0.53-0.97	p	0.53-0.58	a	0.58-0.72	c	0.72-0.87
008871-0230492	samromur_unverified_22.07	baggi	L1	Fróði [_TOKEN_] er ein aðalhetjan, en það er hann sem á að tortíma hringnum eina.	Fróði Baggi er ein aðalhetjan, en það er hann sem á að tortíma hringnum eina.	1.03-1.393735968385983	p	1.03-1.09	a	1.09-1.1918356312930898	c	1.1918356312930898-1.3352012871747367	1.03-1.39	p	1.03-1.09	a	1.09-1.15	c	1.15-1.33
025697-1960546	samromur_unverified_22.07	baggi	L1	Enginn [_TOKEN_] kominn í hlöðu og nú kominn höfuðdagur.	Enginn baggi kominn í hlöðu og nú kominn höfuðdagur.	1.54-1.98	p	1.54-1.59	a	1.59-1.6577229863556338	c	1.6577229863556338-1.86	1.54-1.98	p	1.54-1.59	a	1.59-1.65	c	1.65-1.86
026892-2346130	samromur_unverified_22.07	baggi	L1	Eitthvað er einhverjum þungur [_TOKEN_]	Eitthvað er einhverjum þungur baggi	3.32-3.85	p	3.32-3.3697447356011065	a	3.3697447356011065-3.56	c	3.56-3.65	3.32-3.85	p	3.32-3.38	a	3.38-3.56	c	3.56-3.65
023664-1865730	samromur_unverified_22.07	baggi	L1	Eitthvað er einhverjum þungur [_TOKEN_]	Eitthvað er einhverjum þungur baggi	2.37-2.738723219605395	p	2.37-2.42	a	2.42-2.6	c	2.6-2.68	2.37-2.72	p	2.37-2.42	a	2.42-2.6	c	2.6-2.68
021654-1525222	samromur_unverified_22.07	baggi	L1	Fróði [_TOKEN_] er ein aðalhetjan, en það er hann sem á að tortíma hringnum eina.	Fróði Baggi er ein aðalhetjan, en það er hann sem á að tortíma hringnum eina.	0.94-1.27	p	0.94-0.9922118926114886	a	0.9922118926114886-1.06	c	1.06-1.22	0.94-1.27	p	0.94-1.0	a	1.0-1.06	c	1.06-1.22
012907-0362536	samromur_unverified_22.07	baggi	L1	[_TOKEN_] og Hnútur,	Baggi og Hnútur,	1.14-1.79	p	1.14-1.19	a	1.19-1.52	c	1.52-1.58	1.14-1.79	p	1.14-1.19	a	1.19-1.52	c	1.52-1.58
022701-1836932	samromur_unverified_22.07	baggi	L1	Fróði [_TOKEN_] er ein aðalhetjan, en það er hann sem á að tortíma hringnum eina.	Fróði Baggi er ein aðalhetjan, en það er hann sem á að tortíma hringnum eina.	1.44-1.83	p	1.44-1.49	a	1.49-1.66	c	1.66-1.74	1.44-1.83	p	1.44-1.49	a	1.49-1.66	c	1.66-1.74
027710-2342610	samromur_unverified_22.07	baggi	L1	Eitthvað er einhverjum þungur [_TOKEN_]	Eitthvað er einhverjum þungur baggi	2.43-2.91	p	2.43-2.48	a	2.48-2.5864611187119455	c	2.5864611187119455-2.72	2.43-2.91	p	2.43-2.48	a	2.48-2.56	c	2.56-2.72
015706-1988933	samromur_unverified_22.07	baggi	L1	Er ekki hobbitinn Fróði [_TOKEN_] sem félagar hans úr Héraði þekktu, þar með dáinn?	Er ekki hobbitinn Fróði Baggi, sem félagar hans úr Héraði þekktu, þar með dáinn?	2.09-2.59	p	2.09-2.16	a	2.16-2.2415473717303827	c	2.2415473717303827-2.46	2.09-2.59	p	2.09-2.16	a	2.16-2.22	c	2.22-2.46
023984-1792794	samromur_unverified_22.07	raggi	L1	Þá opnar [_TOKEN_] gráu skjalamöppuna sem liggur á borðinu fyrir framan hann	Þá opnar Raggi gráu skjalamöppuna sem liggur á borðinu fyrir framan hann	1.46-1.79	r	1.46-1.49	a	1.49-1.56	c	1.56-1.71	1.46-1.79	r	1.46-1.49	a	1.49-1.56	c	1.56-1.71
014038-0484127	samromur_unverified_22.07	raggi	L1	Þinn vinur Siggi [_TOKEN_]	Þinn vinur Siggi Raggi	1.69-2.06	r	1.69-1.7658542652590705	a	1.7658542652590705-1.8567869999595519	c	1.8567869999595519-1.94	1.69-2.06	r	1.69-1.73	a	1.73-1.83	c	1.83-1.94
023860-1836539	samromur_unverified_22.07	raggi	L1	[_TOKEN_] lítur til hans þegar hann heyrir þetta og springur af hlátri.	Raggi lítur til hans þegar hann heyrir þetta og springur af hlátri.	1.29-1.8377011543452968	r	1.29-1.3766755962616177	a	1.3766755962616177-1.53	c	1.53-1.6	1.29-1.63	r	1.29-1.34	a	1.34-1.53	c	1.53-1.6
030615-3112974	samromur_unverified_22.07	raggi	L1	[_TOKEN_] mun rigna í dag?	Raggi, mun rigna í dag?	0.84-1.27	r	0.84-0.89	a	0.89-1.03	c	1.03-1.09	0.84-1.27	r	0.84-0.89	a	0.89-1.03	c	1.03-1.09
027280-2420638	samromur_unverified_22.07	raggi	L1	[_TOKEN_] lítur til hans þegar hann heyrir þetta og springur af hlátri.	Raggi lítur til hans þegar hann heyrir þetta og springur af hlátri.	1.21-1.66	r	1.21-1.2942100473243539	a	1.2942100473243539-1.4839117421024954	c	1.4839117421024954-1.58	1.21-1.66	r	1.21-1.26	a	1.26-1.44	c	1.44-1.58
024320-1842999	samromur_unverified_22.07	raggi	L1	Sjá einnig: [_TOKEN_] Sig: Vitum alveg hvað við erum að gera	Sjá einnig: Raggi Sig: Vitum alveg hvað við erum að gera	1.6-1.94	r	1.6-1.6635225947123262	a	1.6635225947123262-1.731122627893127	c	1.731122627893127-1.88	1.6-1.94	r	1.6-1.65	a	1.65-1.73	c	1.73-1.88
026542-3106818	samromur_unverified_22.07	raggi	L1	[_TOKEN_] mun rigna í dag?	Raggi, mun rigna í dag?	0.31-0.84	r	0.31-0.38367006431258344	a	0.38367006431258344-0.56	c	0.56-0.62	0.31-0.84	r	0.31-0.37	a	0.37-0.56	c	0.56-0.62
030616-3111030	samromur_unverified_22.07	raggi	L1	[_TOKEN_] mun rigna í dag?	Raggi, mun rigna í dag?	0.76-1.08	r	0.76-0.82	a	0.82-0.9306091493750759	c	0.9306091493750759-1.01	0.76-1.08	r	0.76-0.82	a	0.82-0.89	c	0.89-1.01
028433-2719479	samromur_unverified_22.07	raggi	L1	Að minnsta kosti stærri en þessi sem Kiddi og [_TOKEN_] eru að smíða.	Að minnsta kosti stærri en þessi sem Kiddi og Raggi eru að smíða.	3.45-3.86	r	3.45-3.504170812603649	a	3.504170812603649-3.5863305424099012	c	3.5863305424099012-3.79	3.45-3.86	r	3.45-3.47	a	3.47-3.55	c	3.55-3.79
030604-3114858	samromur_unverified_22.07	raggi	L1	[_TOKEN_] mun rigna í dag?	Raggi, mun rigna í dag?	0.27-0.7	r	0.27-0.3374576305464548	a	0.3374576305464548-0.45	c	0.45-0.52	0.27-0.7	r	0.27-0.32	a	0.32-0.45	c	0.45-0.52
022174-1497746	samromur_unverified_22.07	raggi	L1	[_TOKEN_] Sig: Hvað meinar þú, gæti ég ekki haft áhuga?	Raggi Sig: Hvað meinar þú, gæti ég ekki haft áhuga?	0.72-1.25	r	0.72-0.8286561096954254	a	0.8286561096954254-1.0317379990388151	c	1.0317379990388151-1.17	0.72-1.25	r	0.72-0.82	a	0.82-0.93	c	0.93-1.17
023746-1704521	samromur_unverified_22.07	raggi	L1	Við fengum þennan fyrir vasadiskóið hans segir [_TOKEN_] hróðugur.	Við fengum þennan fyrir vasadiskóið hans segir Raggi hróðugur.	4.67-5.33	r	4.67-4.8	a	4.8-5.06	c	5.06-5.14	4.67-5.33	r	4.67-4.8	a	4.8-5.06	c	5.06-5.14
019276-1371714	samromur_unverified_22.07	raggi	L1	[_TOKEN_] hristir höfuðið.	Raggi hristir höfuðið.	1.15-1.65	r	1.15-1.3	a	1.3-1.4204491768798286	c	1.4204491768798286-1.56	1.15-1.65	r	1.15-1.3	a	1.3-1.37	c	1.37-1.56
015033-0619169	samromur_unverified_22.07	raggi	L1	Þinn vinur Siggi [_TOKEN_]	Þinn vinur Siggi Raggi	1.94-2.27	r	1.94-1.99	a	1.99-2.0996760101929373	c	2.0996760101929373-2.215507219997573	1.94-2.27	r	1.94-1.99	a	1.99-2.06	c	2.06-2.2
012941-0859866	samromur_unverified_22.07	raggi	L1	[_TOKEN_] hvernig er veðrið úti?	Raggi, hvernig er veðrið úti?	1.33-1.79	r	1.33-1.38	a	1.38-1.52	c	1.52-1.59	1.33-1.79	r	1.33-1.38	a	1.38-1.52	c	1.52-1.59
012516-0419218	samromur_unverified_22.07	raggi	L1	[_TOKEN_] ég kom með tuttugu og fimm húfur!	Raggi, ég kom með tuttugu og fimm húfur!	0.5-0.99	r	0.5-0.57	a	0.57-0.73	c	0.73-0.79	0.5-0.99	r	0.5-0.57	a	0.57-0.73	c	0.73-0.79
016346-1118507	samromur_unverified_22.07	raggi	L1	Svo hristir [_TOKEN_] höfuðið.	Svo hristir Raggi höfuðið.	1.04-1.38	r	1.04-1.11	a	1.11-1.1967762811956477	c	1.1967762811956477-1.31	1.04-1.38	r	1.04-1.11	a	1.11-1.17	c	1.17-1.31
027551-3104298	samromur_unverified_22.07	raggi	L1	[_TOKEN_] mun rigna í dag?	Raggi, mun rigna í dag?	0.27-0.82	r	0.27-0.3593085386077742	a	0.3593085386077742-0.52	c	0.52-0.59	0.27-0.82	r	0.27-0.33	a	0.33-0.52	c	0.52-0.59
025275-2423727	samromur_unverified_22.07	raggi	L1	[_TOKEN_] lítur til hans þegar hann heyrir þetta og springur af hlátri.	Raggi lítur til hans þegar hann heyrir þetta og springur af hlátri.	0.64-0.98	r	0.64-0.7382263479351212	a	0.7382263479351212-0.87	c	0.87-0.94	0.64-0.98	r	0.64-0.72	a	0.72-0.87	c	0.87-0.94
017414-0989725	samromur_unverified_22.07	raggi	L1	Þjálfararnir koma með taktíkina og við reynum að útfæra hana, sagði [_TOKEN_]	Þjálfararnir koma með taktíkina og við reynum að útfæra hana, sagði Raggi.	4.73-5.1	r	4.73-4.79	a	4.79-4.894365570521376	c	4.894365570521376-5.0	4.73-5.1	r	4.73-4.79	a	4.79-4.84	c	4.84-5.0
019317-1387891	samromur_unverified_22.07	raggi	L1	Svo hristir [_TOKEN_] höfuðið.	Svo hristir Raggi höfuðið.	1.06-1.32	r	1.06-1.1004307729644462	a	1.1004307729644462-1.1780216802168022	c	1.1780216802168022-1.28	1.06-1.32	r	1.06-1.08	a	1.08-1.16	c	1.16-1.28
012941-1388366	samromur_unverified_22.07	raggi	L1	Svo hristir [_TOKEN_] höfuðið.	Svo hristir Raggi höfuðið.	1.7192088338793836-2.03	r	1.7191725053407347-1.7858559022283351	a	1.7858559022283351-1.9026867694050076	c	1.9026867694050076-1.98	1.75-2.03	r	1.75-1.77	a	1.77-1.87	c	1.87-1.98
027479-2379850	samromur_unverified_22.07	raggi	L1	Sjá einnig: [_TOKEN_] Sig: Vitum alveg hvað við erum að gera	Sjá einnig: Raggi Sig: Vitum alveg hvað við erum að gera	1.96-2.36	r	1.96-2.062846748657158	a	2.062846748657158-2.1909747362668095	c	2.1909747362668095-2.29	1.96-2.36	r	1.96-2.05	a	2.05-2.13	c	2.13-2.29
010698-0285930	samromur_unverified_22.07	raggi	L1	[_TOKEN_] virðir þær fyrir sér.	Raggi virðir þær fyrir sér.	0.99-1.6	r	0.99-1.0605288597662095	a	1.0605288597662095-1.23	c	1.23-1.3835034178699996	0.99-1.6	r	0.99-1.03	a	1.03-1.23	c	1.23-1.36
030564-3111383	samromur_unverified_22.07	raggi	L1	[_TOKEN_] mun rigna í dag?	Raggi, mun rigna í dag?	0.61-1.18	r	0.61-0.7088272054362335	a	0.7088272054362335-0.88	c	0.88-0.96	0.61-1.18	r	0.61-0.64	a	0.64-0.88	c	0.88-0.96
023836-1867960	samromur_unverified_22.07	raggi	L1	[_TOKEN_] ég kom með tuttugu og fimm húfur!	Raggi, ég kom með tuttugu og fimm húfur!	0.69-1.2	r	0.69-0.7973613639121465	a	0.7973613639121465-0.9122704070464498	c	0.9122704070464498-1.06	0.69-1.2	r	0.69-0.78	a	0.78-0.87	c	0.87-1.06
023679-1709967	samromur_unverified_22.07	raggi	L1	Að minnsta kosti stærri en þessi sem Kiddi og [_TOKEN_] eru að smíða.	Að minnsta kosti stærri en þessi sem Kiddi og Raggi eru að smíða.	2.0531878789169205-2.33	r	2.0531878789169205-2.11	a	2.11-2.171758686243579	c	2.171758686243579-2.3	2.09-2.33	r	2.09-2.11	a	2.11-2.16	c	2.16-2.3
024041-1819860	samromur_unverified_22.07	raggi	L1	[_TOKEN_] lítur til hans þegar hann heyrir þetta og springur af hlátri.	Raggi lítur til hans þegar hann heyrir þetta og springur af hlátri.	0.51-0.79	r	0.51-0.58	a	0.58-0.6729205598026129	c	0.6729205598026129-0.76	0.51-0.79	r	0.51-0.58	a	0.58-0.63	c	0.63-0.76
029181-2716538	samromur_unverified_22.07	raggi	L1	Að minnsta kosti stærri en þessi sem Kiddi og [_TOKEN_] eru að smíða.	Að minnsta kosti stærri en þessi sem Kiddi og Raggi eru að smíða.	4.224223597459855-4.78	r	4.224223597459855-4.307591181847678	a	4.307591181847678-4.399913012699698	c	4.399913012699698-4.62	4.26-4.78	r	4.26-4.28	a	4.28-4.34	c	4.34-4.62
013431-0408052	samromur_unverified_22.07	raggi	L1	[_TOKEN_] ég kom með tuttugu og fimm húfur!	Raggi, ég kom með tuttugu og fimm húfur!	0.78-1.32	r	0.78-0.8669421186749182	a	0.8669421186749182-1.03	c	1.03-1.1	0.78-1.32	r	0.78-0.85	a	0.85-1.03	c	1.03-1.1
024776-2716109	samromur_unverified_22.07	raggi	L1	Að minnsta kosti stærri en þessi sem Kiddi og [_TOKEN_] eru að smíða.	Að minnsta kosti stærri en þessi sem Kiddi og Raggi eru að smíða.	2.879020022769769-3.26	r	2.879020022769769-2.9220214637947644	a	2.9220214637947644-3.033346859909656	c	3.033346859909656-3.17	2.89-3.26	r	2.89-2.91	a	2.91-2.99	c	2.99-3.17
010435-0257611	samromur_unverified_22.07	raggi	L1	[_TOKEN_] hlær að þessu.	Raggi hlær að þessu.	1.02-1.58	r	1.02-1.12	a	1.12-1.2715151882862112	c	1.2715151882862112-1.48	1.02-1.58	r	1.02-1.12	a	1.12-1.22	c	1.22-1.48
026986-3104065	samromur_unverified_22.07	raggi	L1	[_TOKEN_] mun rigna í dag?	Raggi, mun rigna í dag?	0.48-1.0	r	0.48-0.5322566031630466	a	0.5322566031630466-0.6279442219795333	c	0.6279442219795333-0.75	0.48-1.0	r	0.48-0.52	a	0.52-0.58	c	0.58-0.75
022564-1546741	samromur_unverified_22.07	raggi	L1	Sjá einnig: [_TOKEN_] Sig: Vitum alveg hvað við erum að gera	Sjá einnig: Raggi Sig: Vitum alveg hvað við erum að gera	2.4-2.77	r	2.4-2.4733100756380697	a	2.4733100756380697-2.64	c	2.64-2.71	2.4-2.77	r	2.4-2.46	a	2.46-2.64	c	2.64-2.71
021532-1631674	samromur_unverified_22.07	raggi	L1	Siggi [_TOKEN_] Hver er uppáhaldsstaðurinn þinn í öllum heiminum?	Siggi Raggi Hver er uppáhaldsstaðurinn þinn í öllum heiminum?	0.9-1.27	r	0.9-0.9738189135622699	a	0.9738189135622699-1.0627860696517415	c	1.0627860696517415-1.16	0.9-1.27	r	0.9-0.96	a	0.96-1.04	c	1.04-1.16
017919-1082856	samromur_unverified_22.07	raggi	L1	Að minnsta kosti stærri en þessi sem Kiddi og [_TOKEN_] eru að smíða.	Að minnsta kosti stærri en þessi sem Kiddi og Raggi eru að smíða.	3.425504064171015-3.8	r	3.425541933355158-3.48	a	3.48-3.5933953011347772	c	3.5933953011347772-3.71	3.46-3.8	r	3.46-3.48	a	3.48-3.54	c	3.54-3.71
022419-1751539	samromur_unverified_22.07	raggi	L1	[_TOKEN_] hristir höfuðið.	Raggi hristir höfuðið.	0.57-1.142533187719937	r	0.57-0.6795022116302116	a	0.6795022116302116-0.87	c	0.87-0.94	0.57-1.22	r	0.57-0.64	a	0.64-0.87	c	0.87-0.94
021579-1701860	samromur_unverified_22.07	raggi	L1	Að minnsta kosti stærri en þessi sem Kiddi og [_TOKEN_] eru að smíða.	Að minnsta kosti stærri en þessi sem Kiddi og Raggi eru að smíða.	2.94-3.37	r	2.94-2.9997700521781336	a	2.9997700521781336-3.22	c	3.22-3.29	2.94-3.37	r	2.94-2.96	a	2.96-3.22	c	3.22-3.29
012498-0748013	samromur_unverified_22.07	raggi	L1	Þinn vinur Siggi [_TOKEN_]	Þinn vinur Siggi Raggi	2.29-2.63	r	2.29-2.34	a	2.34-2.4291544310965496	c	2.4291544310965496-2.53	2.29-2.63	r	2.29-2.34	a	2.34-2.4	c	2.4-2.53
021940-1536373	samromur_unverified_22.07	raggi	L1	Siggi [_TOKEN_] að missa klefann eða stormur í vatnsglasi?	Siggi Raggi að missa klefann eða stormur í vatnsglasi?	0.7-1.1208783231808435	r	0.7-0.771235907590108	a	0.771235907590108-0.9156926741745941	c	0.9156926741745941-1.03	0.7-1.15	r	0.7-0.74	a	0.74-0.85	c	0.85-1.03
022065-1759924	samromur_unverified_22.07	raggi	L1	[_TOKEN_] er í röndóttum bol með stuttum ermum og gallabuxum.	Raggi er í röndóttum bol með stuttum ermum og gallabuxum.	0.54-0.8952924434184593	r	0.54-0.6008463778667639	a	0.6008463778667639-0.76	c	0.76-0.84	0.54-0.87	r	0.54-0.57	a	0.57-0.76	c	0.76-0.84
027394-2563584	samromur_L2_22.09	leki	L2	En það kom [_TOKEN_] að skipinu.	En það kom leki að skipinu.	1.13-1.6089987566021124	l	1.13-1.2244341199621962	ɛː	1.2244341199621962-1.38	c	1.38-1.54	1.13-1.64	l	1.13-1.28	ɛː	1.28-1.38	c	1.38-1.54
025930-3108982	samromur_L2_22.09	tala	L2	Heyrðu, ég var að [_TOKEN_] við Gutta áðan.	Heyrðu, ég var að tala við Gutta áðan.	1.17-1.6	tʰ	1.17-1.32	aː	1.32-1.46	l	1.46-1.52	1.17-1.6	tʰ	1.17-1.32	aː	1.32-1.46	l	1.46-1.52
022257-1507063	samromur_L2_22.09	tala	L2	Sighvatur Jónsson: Finnst ykkur erfitt að [_TOKEN_] dönsku?	Sighvatur Jónsson: Finnst ykkur erfitt að tala dönsku?	1.92-2.18	tʰ	1.92-2.01	aː	2.01-2.07	l	2.07-2.1	1.92-2.18	tʰ	1.92-2.01	aː	2.01-2.07	l	2.07-2.1
002199-0047362	samromur_21.05	tala	L2	Eða myndi hún vilja [_TOKEN_]	Eða myndi hún vilja tala?	2.07-2.46	tʰ	2.07-2.16	aː	2.16-2.24	l	2.24-2.33	2.07-2.46	tʰ	2.07-2.16	aː	2.16-2.24	l	2.24-2.33
011075-0291603	samromur_queries_21.12	tala	L2	Langaði þig til að [_TOKEN_] við hann?	Langaði þig til að tala við hann?	1.36-1.74	tʰ	1.36-1.46	aː	1.46-1.54	l	1.54-1.62	1.36-1.74	tʰ	1.36-1.46	aː	1.46-1.54	l	1.54-1.62
025938-2051437	samromur_L2_22.09	tala	L2	Magnús Hlynur Hreiðarsson: Erum við að [_TOKEN_] jafnvel um barsmíðar?	Magnús Hlynur Hreiðarsson: Erum við að tala jafnvel um barsmíðar?	3.66-3.91	tʰ	3.66-3.77	aː	3.77-3.82	l	3.82-3.87	3.66-3.91	tʰ	3.66-3.77	aː	3.77-3.82	l	3.82-3.87
011178-0292988	samromur_L2_22.09	tala	L2	Það þýðir ekkert að [_TOKEN_] við þig.	Það þýðir ekkert að tala við þig.	1.45-1.7	tʰ	1.45-1.48	aː	1.48-1.55	l	1.55-1.61	1.45-1.7	tʰ	1.45-1.48	aː	1.48-1.55	l	1.55-1.61
013328-2612651	samromur_L2_22.09	tala	L2	Má maður ekki [_TOKEN_] við fólk?	Má maður ekki tala við fólk?	1.23-1.51	tʰ	1.23-1.34	aː	1.34-1.42	l	1.42-1.47	1.23-1.51	tʰ	1.23-1.34	aː	1.34-1.42	l	1.42-1.47
025930-3209712	samromur_L2_22.09	tala	L2	Ólafur Tómasson sá Borgfirðinga [_TOKEN_] hljóðlega sín á milli.	Ólafur Tómasson sá Borgfirðinga tala hljóðlega sín á milli.	2.949078671241909-3.27	tʰ	2.949078671241909-3.0010941291082665	aː	3.0010941291082665-3.126716366974187	l	3.126716366974187-3.18	2.99-3.27	tʰ	2.99-3.02	aː	3.02-3.11	l	3.11-3.18
024226-1796291	samromur_L2_22.09	tala	L2	[_TOKEN_] við enska knattspyrnusambandið?	Tala við enska knattspyrnusambandið?	0.23-0.69	tʰ	0.23-0.32	aː	0.32-0.49	l	0.49-0.57	0.23-0.69	tʰ	0.23-0.32	aː	0.32-0.49	l	0.49-0.57
025930-3037730	samromur_L2_22.09	tala	L2	Eigum við ekki eftir að [_TOKEN_] saman?	Eigum við ekki eftir að tala saman?	1.42-1.65	tʰ	1.42-1.47	aː	1.47-1.54	l	1.54-1.6	1.42-1.65	tʰ	1.42-1.47	aː	1.47-1.54	l	1.54-1.6
011071-0291521	samromur_L2_22.09	tala	L2	Maður skammast sín fyrir að [_TOKEN_] við þig.	Maður skammast sín fyrir að tala við þig.	2.54-2.91	tʰ	2.54-2.6	aː	2.6-2.73	l	2.73-2.8	2.54-2.91	tʰ	2.54-2.6	aː	2.6-2.73	l	2.73-2.8
013328-2612832	samromur_L2_22.09	tala	L2	Ég veit að hana langar að [_TOKEN_]	Ég veit að hana langar að tala.	1.05-1.408	tʰ	1.05-1.17	aː	1.17-1.29	l	1.29-1.36	1.05-1.408	tʰ	1.05-1.17	aː	1.17-1.29	l	1.29-1.36
025930-2723706	samromur_L2_22.09	tala	L2	Hún er niðri að [_TOKEN_] við ömmu.	Hún er niðri að tala við ömmu.	1.57-1.97	tʰ	1.57-1.6527961215037512	aː	1.6527961215037512-1.7951932230361591	l	1.7951932230361591-1.86	1.57-1.97	tʰ	1.57-1.66	aː	1.66-1.78	l	1.78-1.86
010849-0287908	samromur_L2_22.09	tala	L2	Bað hann öðru sinni að koma og [_TOKEN_] við sig.	Bað hann öðru sinni að koma og tala við sig.	3.46-3.81	tʰ	3.46-3.59	aː	3.59-3.63	l	3.63-3.68	3.46-3.81	tʰ	3.46-3.59	aː	3.59-3.63	l	3.63-3.68
025930-2174970	samromur_L2_22.09	tala	L2	Ég [_TOKEN_] við guð og hann hlustar.	Ég tala við guð og hann hlustar.	0.62-1.03	tʰ	0.62-0.726595648102696	aː	0.726595648102696-0.8368071355855964	l	0.8368071355855964-0.91	0.62-1.03	tʰ	0.62-0.74	aː	0.74-0.83	l	0.83-0.91
025930-3246307	samromur_L2_22.09	tala	L2	Búnir að [_TOKEN_] við ritstjórann, sögðu þeir.	Búnir að tala við ritstjórann, sögðu þeir.	1.21-1.65	tʰ	1.21-1.31	aː	1.31-1.47	l	1.47-1.55	1.21-1.65	tʰ	1.21-1.31	aː	1.31-1.47	l	1.47-1.55
017247-0966873	samromur_L2_22.09	tala	L2	Enginn þorði að [_TOKEN_] við hann.	Enginn þorði að tala við hann.	1.0-1.32	tʰ	1.0-1.12	aː	1.12-1.18	l	1.18-1.24	1.0-1.32	tʰ	1.0-1.12	aː	1.12-1.18	l	1.18-1.24
025859-2614214	samromur_L2_22.09	tala	L2	Má maður ekki [_TOKEN_] við fólk?	Má maður ekki tala við fólk?	1.63-2.02	tʰ	1.63-1.72	aː	1.72-1.84	l	1.84-1.91	1.63-2.02	tʰ	1.63-1.72	aː	1.72-1.84	l	1.84-1.91
